Id,label,Count,Fname,Mname,Lname
751,Roland Gruschka,2,Roland,,Gruschka
3328,Shlomo Grynszpan,1,Shlomo,,Grynszpan
709,Konstanty Grzybowski,2,Konstanty,,Grzybowski
935,Francois Guesnet,2,Francois,,Guesnet
3429,Jean-Pierre Guinot,1,Jean-Pierre,,Guinot
1520,Asher Gulak,2,Asher,,Gulak
2447,Hayyim Jonah Gurland,1,Hayyim,Jonah,Gurland
69,Jeffrey Gurock,1,Jeffrey,,Gurock
2657,Joseph Gutmann,1,Joseph,,Gutmann
1242,Yehiel Michael Gutmann,2,Yehiel,Michael,Gutmann
495,Neria Guttel,2,Neria,,Guttel
446,Julius Guttman,2,Julius,,Guttman
1725,Jacob Guttmann,2,Jacob,,Guttmann
446,Julius Guttmann,1,Julius,,Guttmann
1859,Ahad Ha-Am,2,Ahad,,Ha-Am
1368,Leopold Zunz Ha-Derashot,2,Leopold,Zunz,Ha-Derashot
2803,Elijah ha-Levi,1,Elijah,,ha-Levi
1908,Judah Ha-Levi,1,Judah,,Ha-Levi
393,Shmuel ha-Nagid,2,Shmuel,,ha-Nagid
1351,David Ha-Reuveni,2,David,,Ha-Reuveni
3376,Hilkhot ha-Rif,1,Hilkhot,,ha-Rif
734,Hliddushei ha-Rilba,2,Hliddushei,,ha-Rilba
734,Ijiddushei ha-Rilba,1,Ijiddushei,,ha-Rilba
2148,Ayelet ha-Shahar,1,Ayelet,,ha-Shahar
1090,Amude Ha-Shamayim,2,Amude,,Ha-Shamayim
1610,Abraham Habermann,1,Abraham,,Habermann
1610,Avraham Meir Habermann,2,Avraham,Meir,Habermann
1296,Guido Hable,2,Guido,,Hable
360,Hayyim Habshush,2,Hayyim,,Habshush
330,Joseph Hacker,1,Joseph,,Hacker
330,Yosef Hacker,2,Yosef,,Hacker
2213,Mireille Hadas-Lebel,1,Mireille,,Hadas
1026,Moses Hadas,2,Moses,,Hadas
8,Janet Hadda,1,Janet,,Hadda
2927,Yosef Haefrati,1,Yosef,,Haefrati
3330,Gottfried Hagen,1,Gottfried,,Hagen
3276,Moshe Hagiz,1,Moshe,,Hagiz
1086,Tanya Nami Hakhi,2,Tanya,Nami,Hakhi
2548,Berur Halakhah,1,Berur,,Halakhah
2171,Moshe Halamish,1,Moshe,,Halamish
3577,Anna Halberstam-Rubin,1,Anna,,Halberstam
1454,Chaya Halberstam,2,Chaya,,Halberstam
2109,Moshe Halbertal,1,Moshe,,Halbertal
1908,Judah Halevi,2,Judah,,Halevi
2639,Judith Halevi-Zwick,1,Judith,,Halevi
97,Yael Halevi-Wise,3,Yael,,Halevi
2639,Yehudit Halevi-Tzvik,1,Yehudit,,Halevi
1536,Isaac Halevy,2,Isaac,,Halevy
1414,David Halivni,1,David,,Halivni
1414,David Weiss Halivni,2,David,Weiss,Halivni
3196,Ephraim Halivni,1,Ephraim,,Halivni
3144,Hillel Halkin,1,Hillel,,Halkin
690,Moshe Hallamish,2,Moshe,,Hallamish
1463,Annette Haller,2,Annette,,Haller
439,Heinz Halm,2,Heinz,,Halm
3411,Ben Zion Halper,1,Ben,Zion,Halper
2386,Israel Halperin,1,Israel,,Halperin
481,Sarah Halperin,2,Sarah,,Halperin
681,Baruch Halpern,2,Baruch,,Halpern
1715,Ben Halpern,2,Ben,,Halpern
3234,Israel Halpern,1,Israel,,Halpern
717,Moyshe Leib Halpern,2,Moyshe,Leib,Halpern
1265,Shlomo Hamburger,2,Shlomo,,Hamburger
2622,Octave Hamelin,1,Octave,,Hamelin
3486,Ross Hamilton,1,Ross,,Hamilton
2143,Jill Hammer,1,Jill,,Hammer
1940,Reuven Hammer,2,Reuven,,Hammer
2857,Friedman Leshon Hamoadim,1,Friedman,Leshon,Hamoadim
1932,Andras Hamori,2,Andras,,Hamori
2699,Norman Hampson,1,Norman,,Hampson
438,Susan Handelman,2,Susan,,Handelman
1428,Michael Handelsaltz,2,Michael,,Handelsaltz
1253,Robert Handy,2,Robert,,Handy
448,Jean-Marie Hannick,2,Jean-Marie,,Hannick
2373,Nathan Hannover,1,Nathan,,Hannover
875,Menahem Haran,2,Menahem,,Haran
2516,Oscar Hardman,1,Oscar,,Hardman
208,Yaron Harel,1,Yaron,,Harel
344,Richard Keith Harkavy,2,Richard,Keith,Harkavy
927,William Harmless,2,William,,Harmless
23,Don HarrÃ¡n,1,Don,,HarrÃ¡n
23,Don Harran,2,Don,,Harran
1182,Jay Harris,2,Jay,,Harris
786,Marvin Harris,2,Marvin,,Harris
23,Don Harrnn,2,Don,,Harrnn
2621,Kazimierz Hartleb,1,Kazimierz,,Hartleb
3581,David Hartman,1,David,,Hartman
2628,Mildred Hartsough,1,Mildred,,Hartsough
1705,Steven Harvey,2,Steven,,Harvey
1619,Warren Harvey,1,Warren,,Harvey
1619,Warren Zev Harvey,2,Warren,Zev,Harvey
1619,Zev Harvey,1,Zev,,Harvey
1568,Galit Hasan-Rokem,2,Galit,,Hasan
3280,Gerhard Hasel,1,Gerhard,,Hasel
1271,Michale Haslam,2,Michale,,Haslam
359,Jane Hathaway,3,Jane,,Hathaway
898,Sod Hatum,2,Sod,,Hatum
2612,Diedrich Hauck,1,Diedrich,,Hauck
2068,Judith Hauptman,2,Judith,,Hauptman
702,Adar Hayakar,2,Adar,,Hayakar
1565,Levy Itzhak Hayerushalmi,2,Levy,Itzhak,Hayerushalmi
1067,Christine Elizabeth Hayes,1,Christine,Elizabeth,Hayes
1067,Christine Hayes,2,Christine,,Hayes
1948,Robert Hayward,2,Robert,,Hayward
1378,Ephraim Hazan,2,Ephraim,,Hazan
1311,James Heath,2,James,,Heath
2297,Malcolm Heath,1,Malcolm,,Heath
2342,Joel Hecker,1,Joel,,Hecker
2584,David Hed,1,David,,Hed
3222,Friedrich Heer,1,Friedrich,,Heer
1798,Paul Heger,2,Yehuda-Leib Cahan,,Heger
3081,Wolf Heidenheim,1,Wolf,,Heidenheim
291,Samuel C. Heilman,1,Samuel,C.,Heilman
2624,Michael Heilprin,1,Michael,,Heilprin
1986,Aaron Heiman,2,Aaron,,Heiman
1481,Isaac Heinemann,2,Isaac,,Heinemann
2462,Joseph Heinemann,1,Joseph,,Heinemann
348,Werner Heisenberg,2,Werner,,Heisenberg
3292,Jonathan Isaac Helfand,1,Jonathan,Isaac,Helfand
206,Kathryn Hellerstein,1,Kathryn,,Hellerstein
1613,Karl Hellmut,2,Karl,,Hellmut
3567,Melila Hellner-Eshed,1,Melila,,Hellner
1459,Richard Henry Helmholz,2,Richard,Henry,Helmholz
674,Charlotte Hempel,2,Charlotte,,Hempel
2734,Zerahiah Hen,1,Zerahiah,,Hen
3147,Martin Hengel,1,Martin,,Hengel
707,Henry Straus Henriques,2,Henry,Straus,Henriques
138,David Henshke,3,David,,Henshke
2966,Geoffrey Herman,1,Geoffrey,,Herman
32,Menahem Herman,1,Menahem,,Herman
2976,Ulrike Hermat,1,Ulrike,,Hermat
315,Moses David Herr,2,Moses,David,Herr
315,Moshe David Herr,2,Moshe,David,Herr
474,Judith Herrin,2,Judith,,Herrin
3508,Klaus Herrmann,1,Klaus,,Herrmann
556,Abraham Hershman,2,Abraham,,Hershman
1341,Arthur Hertzberg,2,Arthur,,Hertzberg
3498,Steven Hertzberg,1,Steven,,Hertzberg
892,Theodor Herzl,2,Theodor,,Herzl
2528,Marvin Herzog,1,Marvin,,Herzog
404,Abraham Joshua Heschel,2,Abraham Joshua Heschel,Joshua,Heschel
1372,Susannah Heschel,2,Susannah,,Heschel
2996,Israel Nathan Heshel,1,Israel,Nathan,Heshel
3271,Luc De Heusch,1,Luc,De,Heusch
1487,Hanan Hever,2,Jean-Pierre Guinot,,Hever
2270,Ido Hevroni,1,Ido,,Hevroni
1732,Moriz Heyne,2,Moriz,,Heyne
3342,Catherine Hezser,1,Catherine,,Hezser
1306,Wolfgang Hfiusler,2,Wolfgang,,Hfiusler
110,Richard Hidary,2,Richard,,Hidary
2916,Nahmanides Hiddushim,1,Nahmanides,,Hiddushim
1396,Theodore Hiebert,2,Theodore,,Hiebert
2061,Michael Higger,2,Michael,,Higger
1794,John Higham,2,John,,Higham
670,Gilbert Highet,2,Gilbert,,Highet
444,Anke Hilbrenner,2,Anke,,Hilbrenner
1288,Meir Hildesheimer,2,Meir,,Hildesheimer
1797,William Hill,2,William,,Hill
3185,Samuel Hillelson,1,Samuel,,Hillelson
156,Martha Himmelfarb,2,Martha,,Himmelfarb
2002,Minhat Hinukh,2,Minhat,,Hinukh
3020,Markus Hirsch,1,Markus,,Hirsch
2408,Samson Raphael Hirsch,1,Samson,Raphael,Hirsch
1917,Samuel Hirsch,2,Samuel,,Hirsch
1259,Ariel Hirschfeld,2,Ariel,,Hirschfeld
2241,Yizhar Hirshfeld,1,Yizhar,,Hirshfeld
2491,Marc Hirshman,1,Marc,,Hirshman
3555,Menahem Hirshman,1,Menahem,,Hirshman
2693,Ibn Hisham,1,Ibn,,Hisham
2693,Ibn Hishdm,1,Ibn,,Hishdm
2693,Ibn Hishim,1,Ibn,,Hishim
1017,Monumenta Germaniae Historica,2,Monumenta,Germaniae,Historica
1752,Short History,2,Short,,History
3056,Unforeseen History,1,Unforeseen,,History
1564,Zinberg History,2,Zinberg,,History
2182,Daniel Hobbins,1,Daniel,,Hobbins
427,Eric Hobsbawm,2,Eric,,Hobsbawm
2246,Robert Hoeniger,1,Robert,,Hoeniger
1825,David Hoffmann,2,David,,Hoffmann
3506,Charles Hofmann,1,Charles,,Hofmann
2601,Hajo Holborn,1,Jean-Luc Fray,,Holborn
3157,John Hollander,1,John,,Hollander
980,Maurice Holleaux,2,Maurice,,Holleaux
2747,Elisabeth Hollender,1,Elisabeth,,Hollender
1070,Elizabeth Hollender,2,Elizabeth,,Hollender
2634,Svend Holm-Nielsen,1,Svend,,Holm
2448,Avraham Holtz,1,Avraham,,Holtz
1469,Margaret Homans,2,Margaret,,Homans
962,Saul Horovitz,2,Saul,,Horovitz
4,Elliot Horowitz,1,Elliot,,Horowitz
4,Elliott Horowitz,3,Elliott,,Horowitz
2600,Isaiah Horowitz,1,Isaiah,,Horowitz
152,Sara R. Horowitz,1,Sara,R.,Horowitz
2956,Friedrich Horst,1,Friedrich,,Horst
421,Max Horten,2,Max,,Horten
3207,Nicoline Hortzitz,1,Nicoline,,Hortzitz
2478,Haikil Horvits,1,Jean-Christophe Attias,,Horvits
2100,Rivka Horwitz,1,Rivka,,Horwitz
1733,Dalia Hoshen,2,Dalia,,Hoshen
1399,Graham Hough,2,Graham,,Hough
2757,Alberdina Houtman,1,Alberdina,,Houtman
1768,Yemimah Hovav,2,Yemimah,,Hovav
578,James Howard-Johnston,2,James,,Howard
3198,Benjamin Hrushovski,1,Benjamin,,Hrushovski
1841,Marie-Claude Hubert,2,Marie-Claude,,Hubert
1895,Helmut Hucke,2,Helmut,,Hucke
1657,John Huehnegard,2,John,,Huehnegard
2238,Johan Huizinga,1,Johan,,Huizinga
72,Gershon David Hundert,3,Gershon,David,Hundert
72,Gershon Hundert,2,Gershon,,Hundert
3426,David Hunt,1,David,,Hunt
366,Avi Hurvitz,2,Avi,,Hurvitz
3151,Simeon Levy Hurwitz,1,Simeon,Levy,Hurwitz
632,Boaz Huss,2,Boaz,,Huss
3273,Jamila Hussain,1,Jamila,,Hussain
1946,Sigmund Husserl,2,Sigmund,,Husserl
1046,Linda Hutcheon,2,Linda,,Hutcheon
3240,Manfred Hutter,1,Manfred,,Hutter
639,James Hutton,2,James,,Hutton
1149,Paul Hyams,2,Yves-Marie Duval,,Hyams
1266,Moses Hyamson,2,Moses,,Hyamson
3332,Lewis Hyde,1,Lewis,,Hyde
999,Aaron Hyman,2,Aaron,,Hyman
999,Aharon Hyman,1,Aharon,,Hyman
900,Arthur Hyman,2,Arthur,,Hyman
583,Paula Hyman,2,Paula,,Hyman
2368,Abraham Ibn Daud,1,Abraham Ibn Daud,,Ibn Daud
894,Moshe Idel,2,Moshe,,Idel
1504,Abraham Zvi Idelsohn,2,Abraham,Zvi,Idelsohn
91,Iris Idelson-Shein,3,Iris,,Idelson
3161,Amos IHakham,1,Amos,,IHakham
191,Tal Ilan,2,Tal,,Ilan
1135,Roman Ingarden,2,Roman,,Ingarden
977,Jean-Claude Ingelaere,2,Jean-Claude,,Ingelaere
1054,Practical Intellect,2,Practical,,Intellect
384,Grunhaus Interplay,2,Grunhaus,,Interplay
3137,Oded Ir-Shai,1,Oded,,Ir-Shai
1656,Luce Irigaray,2,Luce,,Irigaray
789,Wolfgang Iser,2,Wolfgang,,Iser
990,Binyamin Ish-Shalom,2,Binyamin,,Ish
2041,Mekhilta d-Rabbi Ishmael,1,Mekhilta,d-Rabbi,Ishmael
2041,Mekhilta de-Rabbi Ishmael,2,Mekhilta,de-Rabbi,Ishmael
2041,Mekhilta dRebbi Ishmael,1,Mekhilta,dRebbi,Ishmael
2041,Mekilta de-Rabbi Ishmael,1,Mekilta,de-Rabbi,Ishmael
1276,Rabbi Ishmael,2,Rabbi,,Ishmael
1788,Jonathan Israel,2,Jonathan,,Israel
2948,Charles Issawi,1,Charles,,Issawi
3460,Israel Isserlein,1,Israel,,Isserlein
2809,Moses Isserles,1,Moses,,Isserles
1947,Arkhiv Iugo-Zapadnoi Rossii,2,Arkhiv,,Iugo
2687,Alfred Ivry,1,Alfred,,Ivry
2581,Mahmoud Jaafari-Dehaghi,1,Mahmoud,,Jaafari
354,Bernard Jackson,2,Bernard,,Jackson
799,Ralph Jackson,2,Ralph,,Jackson
2923,Rosemary Jackson,1,Rosemary,,Jackson
1483,Benno Jacob,2,Benno,,Jacob
3353,Walter Jacob,1,Walter,,Jacob
1840,Tamar Jacobowitz,2,Tamar,,Jacobowitz
2546,Louis Jacobs,1,Louis,,Jacobs
70,Martin Jacobs,2,Martin,,Jacobs
1189,Neil Jacobs,2,Neil,,Jacobs
2155,Bent Jacobsen,1,Bent,,Jacobsen
288,David C. Jacobson,1,David,C.,Jacobson
288,David Jacobson,1,David,,Jacobson
272,Howard Jacobson,2,Howard,,Jacobson
1969,David Jacoby,2,David,,Jacoby
1943,Danielle Jacquart,2,Danielle,,Jacquart
135,Martin Jaffee,2,Martin,,Jaffee
135,Martin S. Jaffee,1,Martin,S.,Jaffee
1477,Roman Jakobson,2,Roman,,Jakobson
2779,Manfred Jakubowski-Tiessen,1,Manfred,,Jakubowski
2928,Pat Jalland,1,Pat,,Jalland
2231,Fleming James,1,Fleming,,James
1349,Oscar Janowsky,2,Oscar,,Janowsky
2984,Saemy Japhet,1,Saemy,,Japhet
2144,Sara Japhet,1,Sara,,Japhet
92,Alex P. Jassen,1,Alex,P.,Jassen
1389,Marcus Jastrow,2,Marcus,,Jastrow
3386,Genevieve Javary,1,Genevieve,,Javary
2366,Israel Jeiteles,1,Israel,,Jeiteles
2825,Yeshayahu Jelinek,1,Yeshayahu,,Jelinek
1072,Adolf Jellinek,2,Adolf,,Jellinek
3264,Stefi Jersch-Wenzel,1,Stefi,,Jersch
2796,Pizmonei ha-Anonimos Jerusalem,1,Pizmonei,ha-Anonimos,Jerusalem
796,Yisrael Rabin Jerusalem,2,Yisrael,Rabin,Jerusalem
2035,Teodor Jeske-Cholfiski,2,Teodor,,Jeske-Cholfiski
1941,Leon Jick,2,Leon,,Jick
2568,Manuel Joel,1,Manuel,,Joel
3108,Adrian Johns,1,Adrian,,Johns
1379,Marshall Johnson,2,Marshall,,Johnson
2649,Ian Johnston,1,Ian,,Johnston
2613,Justus Jonas,1,Justus,,Jonas
760,Ernest Jones,2,Ernest,,Jones
3101,De Jong,1,De,,Jong
153,William Chester Jordan,2,William,Chester,Jordan
3083,William Jordan,1,William,,Jordan
3184,Jenna Weissman Joselit,1,Jenna,Weissman,Joselit
2663,Paul Joseph,1,Paul,,Joseph
3377,Harold Josephson,1,Harold,,Josephson
2660,Flavius Josephus,1,Flavius,,Josephus
2284,Isaac Marcus Jost,1,Isaac,Marcus,Jost
2544,Isak Marcus Jost,1,Isak,Marcus,Jost
1790,Hirsch Jubilaeums-Nummer,2,Hirsch,,Jubilaeums
1297,Suzanne Juhasz,2,Suzanne,,Juhasz
761,Jean Juster,2,Jean,,Juster
2944,Hannu Juusola,1,Patricia-Ann Lee,,Juusola
416,Yafah ka-Tirtsah,2,Yafah,,ka
1615,Jacob Kabakoff,2,Jacob,,Kabakoff
2133,Debarim Kabbah,1,Debarim,,Kabbah
1438,Max Kadushin,2,Max,,Kadushin
676,Hartmut Kaelble,2,Hartmut,,Kaelble
2708,Cemal Kafadar,1,Cemal,,Kafadar
1334,Franz Kafka,2,Franz,,Kafka
790,Zipporah Kagan,2,Zipporah,,Kagan
328,Joseph Kage,2,Joseph,,Kage
2705,Amalia Kahana-Carmon,1,Amalia,,Kahana
1605,Avraham Kahana,2,Avraham,,Kahana
871,Maoz Kahana,2,Maoz,,Kahana
2318,Menahem Kahana,1,Menahem,,Kahana
682,Pesikta de-Rav Kahana,2,Pesikta,de-Rav,Kahana
3169,Pesikta de-Ray Kahana,1,Pesikta,de-Ray,Kahana
814,Pesiqta de-Rav Kahana,2,Pesiqta,de-Rav,Kahana
909,Paul Kahle,2,Paul,,Kahle
80,Binyamin Kajzoff,2,Binyamin,,Kajzoff
2938,Judith Kalik,1,Judith,,Kalik
3509,Richard Kalinin,1,Richard,,Kalinin
278,Jason Kalman,1,Jason,,Kalman
61,Richard Kalmin,2,Richard,,Kalmin
737,Ulreykh Kalmus,2,Ulreykh,,Kalmus
1868,Henry Kamen,2,Henry,,Kamen
3415,Sarah Kamin,1,Sarah,,Kamin
179,Jane Kanarek,1,Jane,,Kanarek
1594,Ephraim Kanarfogel,2,Ephraim,,Kanarfogel
3479,Yoram Kaniuk,1,Yoram,,Kaniuk
2785,Immanuel Kant,1,Immanuel,,Kant
1340,Yosef Kapah,2,Yosef,,Kapah
2666,Arie Kaplan,1,Arie,,Kaplan
99,Debra Kaplan,3,Debra,,Kaplan
634,Julius Kaplan,2,Julius,,Kaplan
2393,Lawrence Kaplan,1,Lawrence,,Kaplan
2049,Marion Kaplan,2,Marion,,Kaplan
536,Mordecai Kaplan,2,Mordecai,,Kaplan
104,Roger Jay Kaplan,2,Roger,Jay,Kaplan
3402,Yosef Kaplan,1,Yosef,,Kaplan
2727,Zevi Kaplan,1,Zevi,,Kaplan
1883,Susanne Kappeler,2,Susanne,,Kappeler
1781,Joshua Karlip,2,Joshua,,Karlip
3480,Joseph Karniel,1,Joseph,,Karniel
2623,Joseph Karo,1,Joseph,,Karo
1240,Abraham Karpinowitz,2,Abraham,,Karpinowitz
182,Donald Kartiganer,1,Donald,,Kartiganer
1534,Ruth Kartun-Blum,2,Ruth,,Kartun
2370,Aryeh Kasher,1,Aryeh,,Kasher
758,Hannah Kasher,2,Lion-Mayer Lambert,,Kasher
621,Verena Kasper-Marienberg,2,Verena,,Kasper
2099,Joseph Kaspi,1,Joseph,,Kaspi
1919,Albert Kaspin,2,Albert,,Kaspin
2378,Gary Kates,1,Gary,,Kates
2023,Balakirsky Katz,2,Balakirsky,,Katz
941,David Katz,2,David,,Katz
941,Dovid Katz,2,Dovid,,Katz
788,Jacob Katz,2,Jacob,,Katz
788,Jakob Katz,2,Jakob,,Katz
297,Maya Balakirsky Katz,3,Maya,Balakirsky,Katz
1912,Ruth Katz,2,Ruth,,Katz
2167,Sarah Katz,1,Sarah,,Katz
3079,Simha Katz,1,Simha,,Katz
1022,Solomon Katz,2,Solomon,,Katz
165,Steven T. Katz,1,Steven,T.,Katz
377,Nathaniel Katzburg,2,Nathaniel,,Katzburg
903,Mordekhai Leib Katzenelbogen,2,Mordekhai,Leib,Katzenelbogen
1177,Berl Katznelson,2,Berl,,Katznelson
80,Binyamin Katzoff,1,Binyamin,,Katzoff
3028,Zippi Kauffinann,1,Zippi,,Kauffinann
802,Zippi Kauffmann,2,Zippi,,Kauffmann
1755,David Kaufman,2,David,,Kaufman
2738,David Kaufmann,1,David,,Kaufmann
1855,Thomas Kaufmann,2,Thomas,,Kaufmann
378,Yehezkel Kaufmann,2,Yehezkel,,Kaufmann
2964,Martin Kavka,1,Martin,,Kavka
285,Robert S. Kawashima,1,Robert,S.,Kawashima
2264,Sifra Kedoshim,1,Sifra,,Kedoshim
1108,Keter Kehunah,2,Keter,,Kehunah
3418,Martha Keil,1,Martha,,Keil
277,Menachem Kellner,2,Menachem,,Kellner
620,Menahem Kellner,2,Menahem,,Kellner
1437,Menahem Marc Kellner,2,Menahem,Marc,Kellner
2679,Joan Kelly,1,Joan,,Kelly
3446,Joan Kelly-Gadol,1,Joan,,Kelly
3375,Cairoly Kerenyi,1,Cairoly,,Kerenyi
574,Samuel Kerner,2,Samuel,,Kerner
3130,Adam Kersten,1,Adam,,Kersten
1171,Amalia Kessler,2,Amalia,,Kessler
1289,Gwynn Kessler,2,Gwynn,,Kessler
2569,Lawrence Kessler,1,Lawrence,,Kessler
3436,Boris Khaimovich,1,Boris,,Khaimovich
2665,Geoffrey Khan,1,Geoffrey,,Khan
1642,Muhammad Muhsin Khan,2,Muhammad,Muhsin,Khan
2286,Tosefta Ki-Fshuta,1,Tosefta,,Ki-Fshuta
775,Richard Kieckhefer,2,Richard,,Kieckhefer
295,Yishai Kiel,2,Yishai,,Kiel
122,Ronald C. Kiener,1,Ronald,C.,Kiener
2034,Rolf Kiessling,2,Rolf,,Kiessling
906,Hillel Kieval,2,Hillel,,Kieval
2460,David Kimbi,1,David,,Kimbi
538,Joseph Kimbi,2,Joseph,,Kimbi
1157,Reuven Kimelman,1,Reuven,,Kimelman
1157,Ronald Reuven Kimelman,2,Ronald,Reuven,Kimelman
1157,Rueven Kimelman,2,Rueven,,Kimelman
3493,Charles King,1,Charles,,King
5317,John King,4,John,,King
1499,James Kinneavy,2,James,,Kinneavy
143,Reuven Kiperwasser,1,Reuven,,Kiperwasser
3313,Hilkhot Yom Kippur,1,Hilkhot,Yom,Kippur
346,Adam Kirsch,2,Adam,,Kirsch
677,Menahem Mendel Kirschbaum,2,Menahem,Mendel,Kirschbaum
1804,Guido Kisch,2,Guido,,Kisch
2476,Menahem Kister,1,Menahem,,Kister
1419,Josef Klampfer,2,Josef,,Klampfer
507,Jacob Klatzkin,2,Jacob,,Klatzkin
3543,Udo Klausa,1,Udo,,Klausa
2203,Israel Klausner,1,Israel,,Klausner
1974,Joseph Klausner,1,Joseph,,Klausner
1974,Jospeh Klausner,2,Jospeh,,Klausner
1974,Yosef Klausner,1,Yosef,,Klausner
68,Jonathan Klawans,3,Jonathan,,Klawans
1374,August Klein,2,August,,Klein
959,Hyman Klein,2,Hyman,,Klein
3197,Isaac Klein,1,Isaac,,Klein
1027,Kerwin Lee Klein,2,Kerwin,Lee,Klein
282,Rebekah Klein-PejÅ¡ovÃ¡,1,Rebekah,,Klein
1247,Samuel Klein,2,Samuel,,Klein
2435,Wassilios Klein,1,Wassilios,,Klein
1119,Sara Klein-Braslavy,2,Sara,,Klein-Braslavy
1119,Sarah Klein-Breslavy,2,Sarah,,Klein-Breslavy
1001,Moshe Kleinman,2,Moshe,,Kleinman
2037,Daniel Klerman,2,Daniel,,Klerman
3467,Moshe Kline,1,Moshe,,Kline
1129,Manfred Kneiwasser,2,Manfred,,Kneiwasser
1407,Israel Knohl,2,Israel,,Knohl
3212,Adolf Kober,1,Adolf,,Kober
1257,Leon Kobrin,2,Leon,,Kobrin
2977,Rebecca Kobrin,1,Rebecca,,Kobrin
3373,Klaus Koch,1,Klaus,,Koch
1945,Katrin Kogman-Appel,2,Katrin,,Kogman
3038,Tal Kogman,1,Tal,,Kogman
720,Hanah Kohat,2,Jean-Marie Hannick,,Kohat
14,George Y. Kohler,1,George,Y.,Kohler
1344,Hans Kohn,2,Hans,,Kohn
1944,Maier Kohn,2,Maier,,Kohn
1506,Roger Kohn,2,Roger,,Kohn
889,Alexander Kohut,2,Alexander,,Kohut
1413,Peter Koj,2,Peter,,Koj
162,Daniel Stein Kokin,1,Daniel,Stein,Kokin
2817,Pavel Kokovtsov,1,Pavel,,Kokovtsov
15,William Kolbrener,3,William,,Kolbrener
17,Ken Koltun-Fromm,2,Ken,,Koltun
1528,Naomi Koltun-Fromm,2,Naomi,,Koltun-Fromm
2645,Kimberly Lewison Komrad,1,Kimberly,Lewison,Komrad
2534,Harav Kook,1,Harav,,Kook
2193,Ernst Salomon Koplowitz,1,Ernst,Salomon,Koplowitz
2667,Sharon Koren,1,Sharon,,Koren
855,Bertram Wallace Korn,2,Bertram,Wallace,Korn
503,Admiel Kosman,2,Admiel,,Kosman
1999,Moshe Kosovsky,2,Moshe,,Kosovsky
3445,Benjamin Kosowsky,1,Benjamin,,Kosowsky
271,Andrew N. Koss,1,Andrew,N.,Koss
845,Steven Kotkin,2,Steven,,Kotkin
3005,Samuel Kottek,1,Samuel,,Kottek
1435,Waldemar Kowalski,2,Waldemar,,Kowalski
233,Neal Kozodoy,1,Neal,,Kozodoy
146,David Kraemer,2,David,,Kraemer
376,Akta Miasta Krakowa,2,Akta,Miasta,Krakowa
3564,Eve Krakowski,1,Eve,,Krakowski
3560,Phyllis Silverman Kramer,1,Phyllis,Silverman,Kramer
2830,Samuel Krauss,1,Samuel,,Krauss
56,Benny Kraut,2,Benny,,Kraut
1447,Leonard Kravitz,2,Leonard,,Kravitz
101,Howard Kreisel,1,Howard,,Kreisel
3584,Batisa Krekic,1,Batisa,,Krekic
2828,Johann Krengel,1,Johann,,Krengel
1843,Philip Kreyenbroek,2,Philip,,Kreyenbroek
1963,Maurice Kriegel,2,Maurice,,Kriegel
1197,Murray Krieger,2,Murray,,Krieger
1572,Wojciech Kriegseisen,2,Wojciech,,Kriegseisen
1179,Michael Krupp,2,Michael,,Krupp
1580,Friedolf Kudlien,2,Friedolf,,Kudlien
1244,James Kugel,2,James,,Kugel
2290,Josef Kulischer,1,Josef,,Kulischer
1307,Otto Dov Kulka,2,Otto,Dov,Kulka
1949,Rajeev Kumar,2,Rajeev,,Kumar
3016,Adam Kuper,1,Adam,,Kuper
372,Isaiah Kuperstein,2,Isaiah,,Kuperstein
848,Ephraim Kupfer,1,Ephraim,,Kupfer
848,Froim Kupfer,2,Froim,,Kupfer
873,Baruch Kurzweil,2,Baruch,,Kurzweil
916,Michal Kushnir-Oron,2,Michal,,Kushnir
2924,Stanislaw Kutrzeba,1,Stanislaw,,Kutrzeba
1604,Eduard Yechezkel Kutscher,2,Eduard,Yechezkel,Kutscher
3470,Annelies Kuyt,1,Annelies,,Kuyt
3009,Cecile Kuznitz,1,Cecile,,Kuznitz
2360,Theodore Kwasman,1,Theodore,,Kwasman
684,Luce LÃ³pez-Baralt,2,Luce,,LÃ³pez
2289,Margaret Wade Labarge,1,Margaret,Wade,Labarge
2418,Jerome Labourt,1,Jerome,,Labourt
1140,William Labov,2,William,,Labov
2261,Gail Labovitz,1,Gail,,Labovitz
1061,Jose Luis Lacave,2,Jose,Luis,Lacave
3504,Isaak Lachmann,1,Isaak,,Lachmann
902,Fishel Lachower,2,Fishel,,Lachower
1114,Yeruham Fishel Lachower,2,Yeruham,Fishel,Lachower
2608,Samuel Tobias Lachs,1,Samuel,Tobias,Lachs
1648,Shula Laderman,2,Shula,,Laderman
2444,Guy Lafontaine,1,Guy,,Lafontaine
1233,Resh Lakish,2,Resh,,Lakish
423,Michael Lambek,2,Michael,,Lambek
2204,Josh Lambert,1,Josh,,Lambert
571,Lion-Mayer Lambert,2,Lion-Mayer,,Lambert
1727,Marjorie Lamberti,2,Marjorie,,Lamberti
3530,Ruth Lamdan,1,Ruth,,Lamdan
735,Maurice Lamm,2,Maurice,,Lamm
3585,Norman Lamm,1,Norman,,Lamm
1484,Isaac Lampronte,2,Isaac,,Lampronte
1162,Luis Landau,2,Luis,,Landau
3337,Moses Landauer,1,Moses,,Landauer
2152,Leo Landman,1,Leo,,Landman
