Id,label,Count,Fname,Mname,Lname
173,Barak Shlomo Cohen,1,Barak,Shlomo,Cohen
3277,Boaz Cohen,1,Boaz,,Cohen
1688,Carmiel Cohen,2,Carmiel,,Cohen
3461,David Cohen,1,David,,Cohen
2541,Esther Cohen,1,Esther,,Cohen
2428,Harold Cohen,1,Harold,,Cohen
2676,Hermann Cohen,1,Hermann,,Cohen
289,Jeremy Cohen,2,Jeremy,,Cohen
114,Judah M. Cohen,1,Judah,M.,Cohen
2908,Kathleen Cohen,1,Kathleen,,Cohen
2153,Mark Cohen,1,Mark,,Cohen
190,Mark R. Cohen,1,Mark,R.,Cohen
190,Martin Cohen,1,Martin,,Cohen
759,Nahum Cohen,2,Nahum,,Cohen
357,Naomi Cohen,2,Naomi,,Cohen
357,Naomi Wiener Cohen,1,Naomi,Wiener,Cohen
141,Norman J. Cohen,1,Norman,J.,Cohen
2022,Richard Cohen,2,Richard,,Cohen
1093,Rivka Cohen,2,Rivka,,Cohen
2760,Robert Cohen,1,Robert,,Cohen
839,Shaye Cohen,2,Shaye,,Cohen
19,Stuart A. Cohen,1,Stuart,A.,Cohen
2101,Tova Cohen,1,Tova,,Cohen
1796,Zvi Cohen,2,Zvi,,Cohen
1910,Dorrit Cohn,2,Dorrit,,Cohn
994,Norman Cohn,2,Norman,,Cohn
3592,Ruby Cohn,1,Ruby,,Cohn
502,Abraham Cologna,2,Abraham,,Cologna
1892,Vittore Colorni,2,Vittore,,Colorni
1653,Peter Cominos,2,Peter,,Cominos
652,Mark Thomas Connelly,2,Mark,Thomas,Connelly
1939,Dwight Conquergood,2,Dwight,,Conquergood
2120,Sebastian Conrad,1,Sebastian,,Conrad
2420,Aldo Contento,1,Aldo,,Contento
1829,Michael David Coogan,2,Michael,David,Coogan
1517,Michael Cook,2,Michael,,Cook
1040,Alan Cooper,2,Alan,,Cooper
2728,Alanna Esther Cooper,1,Alanna,Esther,Cooper
193,Bernard Cooperman,2,Bernard,,Cooperman
193,Bernard D. Cooperman,1,Bernard,D.,Cooperman
3434,Richard Corliss,1,Richard,,Corliss
2732,Flaminio Cornaro,1,Flaminio,,Cornaro
364,Robert Cover,2,Robert,,Cover
2720,Philip Cowen,1,Philip,,Cowen
2345,Abraham Cowley,1,Abraham,,Cowley
2187,Gaetano Cozzi,1,Gaetano,,Cozzi
2039,Adam Crabtree,2,Adam,,Crabtree
24,Jonathan K. Crane,1,Jonathan,K.,Crane
685,Michael Creizenach,2,Michael,,Creizenach
2282,Hasdai Crescas,1,Hasdai,,Crescas
1063,Pilar Huerga Criado,2,Pilar,Huerga,Criado
1342,Raffaelia Cribiore,2,Raffaelia,,Cribiore
3226,Abraham Cronbach,1,Abraham,,Cronbach
3558,Emily Culpepper,1,Emily,,Culpepper
3168,Maria Cytowska,1,Maria,,Cytowska
1925,Daniel Czitrom,2,Daniel,,Czitrom
1204,Farhad Daftary,2,Farhad,,Daftary
3487,Gilbert Dahan,1,Gilbert,,Dahan
3369,Volker Dahm,1,Volker,,Dahm
2950,Samuel Daiches,1,Samuel,,Daiches
1763,Andrew Dalby,2,Andrew,,Dalby
144,David G. Dalin,1,David,G.,Dalin
1039,Bruno Damiani,2,Bruno,,Damiani
2520,Ernst Dammann,1,Ernst,,Dammann
1609,David Damrosch,2,David,,Damrosch
1,Joseph Dan,3,Joseph,,Dan
3163,Herbert Danby,1,Herbert,,Danby
340,Thomas James Dandelet,2,Thomas,James,Dandelet
753,Roger Daniels,2,Roger,,Daniels
2572,Abraham Danon,1,Abraham,,Danon
793,Nahman Danzig,2,Nahman,,Danzig
2863,Neil Danzig,1,Neil,,Danzig
2394,John DArms,1,John,,DArms
3297,David Daube,1,David,,Daube
121,Jeremy Dauber,3,Jeremy,,Dauber
757,Abraham David,2,Abraham,,David
2390,Arthur David,1,Arthur,,David
757,Avraham David,2,Avraham,,David
1596,Yonah David,2,Yonah,,David
26,Herbert A. Davidson,1,Herbert,A.,Davidson
26,Herbert Davidson,1,Herbert,,Davidson
633,Israel Davidson,2,Israel,,Davidson
1713,Julian Vanessa Davidson,2,Julian,Vanessa,Davidson
1976,Daniel Davies,2,Daniel,,Davies
3048,Douglas James Davies,1,Douglas,James,Davies
3256,Harold Davies,1,Harold,,Davies
1783,David Brion Davis,2,David,Brion,Davis
5,Joseph Davis,2,Joseph,,Davis
5,Joseph M. Davis,1,Joseph,M.,Davis
2287,Moshe Davis,1,Moshe,,Davis
2883,Natalie Zemon Davis,1,Natalie,Zemon,Davis
2926,Abraham De Sola,1,Abraham,,De Sola
2106,Milei de-Ezra,1,Milei,,de-Ezra
1579,Massekhta de-Pisha,2,Massekhta,,de-Pisha
1950,Leslie Dean-Jones,2,Leslie,,Dean-Jones
3036,Michael Decker,1,Michael,,Decker
243,Mustafa Dehqan,1,Mustafa,,Dehqan
3392,Simon Dein,1,Simon,,Dein
1198,Ephraim Deinard,2,Ephraim,,Deinard
1250,Carol Delaney,2,Carol,,Delaney
2753,Walter Delius,1,Walter,,Delius
1283,Bruno Delmas,2,Bruno,,Delmas
1173,Augustin Demski,2,Augustin,,Demski
3556,Aaron Demsky,1,Aaron,,Demsky
2844,Jacques Derrida,1,Jacques,,Derrida
7,Shlomo Deshen,2,Shlomo,,Deshen
2508,Adriana Destro,1,Adriana,,Destro
349,Achim Detmers,2,Achim,,Detmers
1884,Shaul Shimon Deutsch,2,Shaul,Shimon,Deutsch
1131,Yaacov Deutsch,2,Yaacov,,Deutsch
589,Anita Diamant,2,Anita,,Diamant
3372,Eliezer Diamond,1,Eliezer,,Diamond
44,James A. Diamond,1,James,A.,Diamond
780,Hugh Dickinson,2,Hugh,,Dickinson
1548,Athol Dickson,2,Athol,,Dickson
1065,Jeffrey Diefendorf,2,Jeffrey,,Diefendorf
2824,Maria Diemling,1,Maria,,Diemling
3527,Israel Jacob Dienstag,1,Israel,Jacob,Dienstag
1922,Meyer Dienstfertig,2,Meyer,,Dienstfertig
1333,Zvi Diesendruck,2,Zvi,,Diesendruck
3119,Michael Dietler,1,Michael,,Dietler
2625,Isaac Meir Dik,1,Isaac,Meir,Dik
2875,Devorah Dimant,1,Devorah,,Dimant
2590,Yedidya Alter Dinari,1,Yedidya,Alter,Dinari
2590,Yedidya Dinari,1,Yedidya,,Dinari
1188,Hasia Diner,2,Hasia,,Diner
3123,Jacob Dinezon,1,Jacob,,Dinezon
1915,Ben-Zion Dinur,1,Ben-Zion,,Dinur
1915,Benzion Dinur,2,Benzion,,Dinur
918,Roger Dion,2,Roger,,Dion
2254,Idit Dobbs-Weinstein,1,Idit,,Dobbs-Weinstein
2791,Verena Dohrn,1,Verena,,Dohrn
514,Jan Doktor,2,Jan,,Doktor
3448,Claudio Donati,1,Claudio,,Donati
732,Dan Dorfman,2,Dan,,Dorfman
2379,Natalie Dorhman,1,Natalie,,Dorhman
3072,Joachim Doron,1,Joachim,,Doron
2989,Pinchas Doron,1,Pinchas,,Doron
1100,Aharon Dotan,2,Aharon,,Dotan
1100,Aron Dotan,1,Aron,,Dotan
1820,Mary Douglas,2,Mary,,Douglas
911,James Drescher,2,James,,Drescher
2395,Tom Driver,1,Tom,,Driver
2969,Rina Drory,1,Rina,,Drory
1324,Jacques Droz,2,Jacques,,Droz
1878,Lois Dubin,2,Lois,,Dubin
1991,Simon Dubnov,1,Simon,,Dubnov
1248,Sophie Dubnov-Erlich,2,Sophie,,Dubnov
1991,Shimon Dubnow,1,Shimon,,Dubnow
1991,Simon Dubnow,2,Simon,,Dubnow
2076,Page duBois,2,Page,,duBois
3270,Georges Dulac,1,Georges,,Dulac
1561,Louis Dumont,2,Louis,,Dumont
2888,Alexandre Dumrge,1,Alexandre,,Dumrge
410,Profayt Duran,2,Profayt,,Duran
410,Profiat Duran,2,Profiat,,Duran
795,Emile Durkheim,2,Emile,,Durkheim
1406,Alexander Dushkin,2,Alexander,,Dushkin
2422,Yves-Marie Duval,1,Yves-Marie,,Duval
207,Yaacob Dweck,1,Yaacob,,Dweck
2259,Glenn Dynner,1,Glenn,,Dynner
3454,William Gordon East,1,William,Gordon,East
3320,Wehner Eaton,1,Wehner,,Eaton
3319,Umberto Eco,1,Umberto,,Eco
429,Meir Edelboym,2,Meir,,Edelboym
1260,Samuel Edels,2,Samuel,,Edels
1433,Dora Edinger,2,Dora,,Edinger
2163,Philip Edwards,1,Philip,,Edwards
3099,Binyamin Efrati,1,Binyamin,,Efrati
1094,Israel Efros,2,Israel,,Efros
3215,Avraham ha-Kohen Ehrentreu,1,Avraham,ha-Kohen,Ehrentreu
2446,Avrum Ehrlich,1,Avrum,,Ehrlich
2085,Sofia Ehrlich-Dubnova,2,Sofia,,Ehrlich
1161,Albert Ehrman,2,Albert,,Ehrman
2335,Boris Eichenbaum,1,Boris,,Eichenbaum
2332,Shlomo Eidelberg,1,Shlomo,,Eidelberg
1703,Howard Eilberg-Schwartz,2,Howard,,Eilberg
18,Susan Einbinder,1,Susan,,Einbinder
2114,Albert Einstein,1,Albert,,Einstein
187,Arnold Eisen,3,Arnold,,Eisen
1089,Max Eisen,2,Max,,Eisen
42,Robert Eisen,2,Robert,,Eisen
1786,Artur Eisenbach,2,Artur,,Eisenbach
582,Esti Eisenmann,2,Esti,,Eisenmann
672,Judah David Eisenstein,1,Judah,David,Eisenstein
672,Yehudah David Eisenstein,2,Yehudah,David,Eisenstein
2836,Will Eisner,1,Will,,Eisner
3253,Yigal Elam,1,Yigal,,Elam
1335,Jacob Elbaum,2,Jacob,,Elbaum
229,AndrÃ© E. Elbaz,1,André,E.,Elbaz
391,Ismar Elbogen,2,Ismar,,Elbogen
518,Dov Elboim,2,Dov,,Elboim
509,Jacob Elboim,2,Jacob,,Elboim
2707,Dov Eliah,1,Dov,,Eliah
1608,Mordecai Eliav,2,Mordecai,,Eliav
1608,Mordechai Eliav,1,Mordechai,,Eliav
2194,Miriam Eliav-Feldon,1,Miriam,,Eliav-Feldon
2971,Rabbi Eliezer,1,Rabbi,,Eliezer
823,Ben Elijah,2,Ben,,Elijah
829,Rachel Elior,2,Rachel,,Elior
829,Rahel Elior,2,Rahel,,Elior
2230,Tanna Debe Eliyyahu,1,Tanna,Debe,Eliyyahu
827,Ruth Andrew Ellenson,2,Ruth,Andrew,Ellenson
1784,Ter Ellingson,2,Ter,,Ellingson
3272,Dyan Elliot,1,Dyan,,Elliot
3,Yaakov Elman,2,Yaakov,,Elman
1792,Menachem Elon,2,Menachem,,Elon
1792,Menahem Elon,2,Menahem,,Elon
2140,Jean Bethke Elshtain,1,Jean,Bethke,Elshtain
1540,Yoav Elshtein,2,Yoav,,Elshtein
1540,Yoav Elstein,1,Yoav,,Elstein
797,David Eltis,2,David,,Eltis
3044,Aya Elyada,1,Aya,,Elyada
2838,Simcha Emanuel,1,Simcha,,Emanuel
111,Todd M. Endelman,1,Todd,M.,Endelman
200,David Engel,2,David,,Engel
2350,John Van Engen,1,John,Van,Engen
588,Van Engen,2,Van,,Engen
327,Simon Eppenstein,2,Simon,,Eppenstein
3002,Markus Epshteyn,1,Markus,,Epshteyn
1080,Abraham Epstein,2,Abraham,,Epstein
704,Elimelech Epstein-Halevi,2,Elimelech,,Epstein
1199,Isadore Epstein,2,Isadore,,Epstein
499,Jacob Nahum Epstein,2,Jacob,Nahum,Epstein
2894,Jehiel Michel Epstein,1,Jehiel,Michel,Epstein
381,Louis Epstein,2,Louis,,Epstein
3350,Marc Michael Epstein,1,Marc,Michael,Epstein
3478,Arno Erbel,1,Arno,,Erbel
2066,Yoram Erder,2,Yoram,,Erder
2181,Max Erik,1,Max,,Erik
2045,Victor Erlich,2,Victor,,Erlich
352,Thomas Ertman,2,Thomas,,Ertman
449,Anna Esposito,2,Anna,,Esposito
832,Dean Esslinger,2,Dean,,Esslinger
888,Karol Estreicher,2,Karol,,Estreicher
3229,Immanuel Etkes,1,Immanuel,,Etkes
415,Samuel Ettinger,2,Samuel,,Ettinger
415,Shmuel Ettinger,2,Shmuel,,Ettinger
1164,Paul Eudel,2,Paul,,Eudel
2359,Walter Evans,1,Walter,,Evans
1997,Yosef Even,2,Yosef,,Even
3406,Itamar Even-Zohar,1,Itamar,,Even-Zohan
567,Boas Evron,2,Boas,,Evron
2605,Joseph Ewen,1,Joseph,,Ewen
3176,Ibn Ezra,1,Ibn,,Ezra
258,Sidra DeKoven Ezrahi,3,Sidra,DeKoven,Ezrahi
1232,Karl-Georg Faber,2,Karl-Georg,,Faber
2219,Hermann Fabronius,1,Hermann,,Fabronius
1701,Shem Tob Falaquera,2,Shem,Tob,Falaquera
913,Zeev Falk,2,Zeev,,Falk
2898,Suraiya Faroqhi,1,Suraiya,,Faroqhi
1005,Antoine Fattal,2,Antoine,,Fattal
308,Jose Faur,2,Jose,,Faur
400,Lucien Febvre,2,Lucien,,Febvre
2429,Shmuel Feiner,1,Shmuel,,Feiner
287,Yonatan Feintuch,2,Yonatan,,Feintuch
1811,Meir Simhah Feldblum,1,Meir,Simhah,Feldblum
1811,Meyer Feldblum,2,Meyer,,Feldblum
666,Egal Feldman,2,Egal,,Feldman
283,Louis H. Feldman,1,Louis,H.,Feldman
37,Seymour Feldman,1,Seymour,,Feldman
127,Yael Feldman,2,Yael,,Feldman
127,Yael S. Feldman,1,Yael,S.,Feldman
914,Jehuda Feliks,2,Jehuda,,Feliks
2424,Jack Fellman,1,Jack,,Fellman
2430,Ludwig Fertig,1,Ludwig,,Fertig
247,Adam S. Ferziger,1,Adam,S.,Ferziger
931,Judith Fetterly,2,Judith,,Fetterly
1375,David Feuerwerker,2,David,,Feuerwerker
1029,David Martin Fine,2,David,Martin,Fine
227,Lawrence Fine,2,Lawrence,,Fine
1390,Steven Fine,2,Steven,,Fine
3501,Israel Finestein,1,Israel,,Finestein
414,Danny Fingeroth,2,Danny,,Fingeroth
1567,Asher Finkel,2,Asher,,Finkel
2351,Marilyn Finkelman,1,Marilyn,,Finkelman
718,Louis Finkelstein,2,Louis,,Finkelstein
1523,Menachem Finkelstein,2,Menachem,,Finkelstein
3211,Frances Finnegan,1,Frances,,Finnegan
296,Mitchell First,1,Mitchell,,First
749,Harold Fisch,2,Harold,,Fisch
687,Menachem Fisch,2,Menachem,,Fisch
3395,Henry Fischel,1,Henry,,Fischel
2735,Walter Fischel,1,Walter,,Fischel
339,Norbert Fischer,2,Norbert,,Fischer
1966,Eitan Fishbane,2,Eitan,,Fishbane
917,Michael Fishbane,2,Michael,,Fishbane
1774,David Fishelov,2,David,,Fishelov
46,David E. Fishman,1,David,E.,Fishman
224,Talya Fishman,3,Talya,,Fishman
2029,Warner Fite,2,Warner,,Fite
723,Valerius Flaccus,2,Valerius,,Flaccus
3352,Jerzy Flaga,1,Jerzy,,Flaga
2526,Wilhelm Flamm,1,Wilhelm,,Flamm
167,Jeffrey Fleck,1,Jeffrey,,Fleck
1694,Ludwig Fleck,2,Ludwig,,Fleck
457,Ezra Fleischer,2,Ezra,,Fleischer
445,Suzanne Fleischman,2,Suzanne,,Fleischman
321,Rebecca Flemming,2,Rebecca,,Flemming
408,George Fletcher,2,George,,Fletcher
219,Paul R. Flohr,1,Paul,R.,Flohr
2043,David Flusser,2,David,,Flusser
62,Charlotte Elisheva Fonrobert,2,Charlotte,Elisheva,Fonrobert
62,Charlotte Fonrobert,1,Charlotte,,Fonrobert
368,Michel Foucault,2,Michel,,Foucault
610,Everett Fox,2,Everett,,Fox
1891,Harry Fox,2,Harry,,Fox
1107,Marvin Fox,2,Marvin,,Fox
3014,Menahem Zvi Fox,1,Menahem,Zvi,Fox
1261,Michael Fox,2,Michael,,Fox
3390,Robin Lane Fox,1,Robin,Lane,Fox
168,Steven D. Fraade,1,Steven,D.,Fraade
168,Steven Fraade,1,Steven,,Fraade
1857,Jonah Fraenkel,2,Jonah,,Fraenkel
1857,Yonah Fraenkel,1,Yonah,,Fraenkel
2364,Eckart Frahm,1,Eckart,,Frahm
160,Edward Fram,2,Edward,,Fram
160,Edward Framm,2,Edward,,Framm
2201,Fred Francis,1,Fred,,Francis
1225,Adolph Franck,2,Adolph,,Franck
2019,Daniel Frank,2,Daniel,,Frank
3384,Jerome Frank,1,Jerome,,Frank
778,Joseph Frank,2,Joseph,,Frank
2211,Jonah Frankel,1,Jonah,,Frankel
1721,Jonathan Frankel,2,Jonathan,,Frankel
606,Zacharias Frankel,2,Zacharias,,Frankel
2874,Hava Frankel-Goldschmidt,1,Hava,,Frankel-Goldschmidt
2272,Pinkus Fritz Frankl,1,Pinkus,Fritz,Frankl
94,Arnold Franklin,1,Arnold,,Franklin
2496,Hans Frauberger,1,Hans,,Frauberger
2829,Jean-Luc Fray,1,Jean-Luc,,Fray
598,David Noel Freedman,2,David,Noel,Freedman
2593,Leora Freedman,1,Leora,,Freedman
2450,Gordon Freeman,1,Gordon,,Freeman
470,Jo Freeman,2,Jo,,Freeman
2827,ChaeRan Freeze,1,ChaeRan,,Freeze
3570,Ziv Freiden,1,Ziv,,Freiden
3371,Miriam Frenkel,1,Miriam,,Frenkel
3173,Sigmund Freud,1,Sigmund,,Freud
204,Gad Freudenthal,2,Gad,,Freudenthal
1263,Else-Rahel Freund,2,Else-Rahel Freund,,Freund
893,Lewi Freund,2,Meyer-Isser Pines,,Freund
3093,Albert Fried,1,Albert,,Fried
1634,Emil Friedberg,2,Emil,,Friedberg
2391,Haim Dov Friedberg,1,Haim,Dov,Friedberg
22,Ken Frieden,2,Ken,,Frieden
1014,Yehuda Friedlander,2,Yehuda,,Friedlander
1014,Yehudah Friedlander,2,Yehudah,,Friedlander
842,Maurice Friedman,2,Maurice,,Friedman
1211,Menachem Friedman,2,Menachem,,Friedman
96,Mordechai A. Friedman,1,Mordechai,A.,Friedman
96,Mordechai Akiva Friedman,1,Mordechai,Akiva,Friedman
96,Mordechai Friedman,2,Mordechai,,Friedman
1769,Norman Friedman,2,Norman,,Friedman
2919,Philip Friedman,1,Philip,,Friedman
1371,Shama Friedman,2,Shama,,Friedman
1371,Shamma Friedman,1,Shamma,,Friedman
1371,Shamma Yehuda Friedman,1,Shamma,Yehuda,Friedman
1371,Shamma Yehudah Friedman,1,Shamma,Yehudah,Friedman
3300,Susan Stanford Friedman,1,Susan,Stanford,Friedman
411,Evyatar Friesel,2,Evyatar,,Friesel
539,Christopher James Frost,2,Christopher,James,Frost
2507,Northrop Frye,1,Northrop,,Frye
650,Tikva Frymer-Kensky,2,Tikva,,Frymer-Kensky
650,Tikvah Frymer-Kensky,1,Tikvah,,Frymer-Kensky
1241,Abraham Fuchs,2,Abraham,,Fuchs
87,Esther Fuchs,3,Esther,,Fuchs
2701,Gideon Fuchs,1,Gideon,,Fuchs
3128,Uziel Fuchs,1,Uziel,,Fuchs
3128,Uziel Fuks,1,Uziel,,Fuks
2646,Amos Funkenstein,1,Amos,,Funkenstein
1234,Andrew Furman,2,Andrew,,Furman
1659,Yair Furstenberg,2,Yair,,Furstenberg
2799,Neal Gabler,1,Neal,,Gabler
934,Hans-Georg Gadamer,2,Hans-Georg,,Gadamer
2329,Isaiah Gafni,1,Isaiah,,Gafni
1957,Mordecai Gafni,2,Mordecai,,Gafni
345,John Gage,2,John,,Gage
54,Aharon Gaimani,3,Aharon,,Gaimani
1310,Susan Gal,2,Susan,,Gal
2697,Gershon Galil,1,Gershon,,Galil
294,Judah D. Galinsky,1,Judah,D.,Galinsky
294,Judah Galinsky,2,Judah,,Galinsky
1281,Antoine Galland,2,Antoine,,Galland
1058,Mozes Heiman Gans,2,Mozes,Heiman,Gans
964,Rabbi Solomon Ganzfried,2,Rabbi,Solomon,Ganzfried
3129,Saadia Gaon,1,Saadia,,Gaon
1645,Marjorie Garber,2,Marjorie,,Garber
450,Isaiah Garni,2,Isaiah,,Garni
113,Leah Garrett,1,Leah,,Garrett
1759,Moshe Garsiel,2,Moshe,,Garsiel
1338,Bertil Gartner,2,Bertil,,Gartner
159,Lloyd Gartner,1,Lloyd,,Gartner
159,Lloyd P. Gartner,1,Lloyd,P.,Gartner
1146,Moses Gaster,2,Moses,,Gaster
1683,Frank Gavin,2,Frank,,Gavin
2271,John Gay,1,John,,Gay
2160,Roni Gechtman,1,Roni,,Gechtman
3569,Clifford Geertz,1,Clifford,,Geertz
3495,David Geffen,1,David,,Geffen
2392,Abraham Geiger,1,Abraham,,Geiger
2675,Ludwig Geiger,1,Ludwig,,Geiger
2688,Natan Mikhael Gelber,1,Natan,Mikhael,Gelber
3405,Jay Geller,1,Jay,,Geller
493,Aexander Gelley,2,Aexander,,Gelley
3561,Gerard Genette,1,Gerard,,Genette
1123,George Gentius,2,George,,Gentius
3055,Milo George,1,Milo,,George
3139,Mary Gerhart,1,Mary,,Gerhart
1055,Alexandre Germain,2,Alexandre,,Germain
1894,Stephen Gero,2,Stephen,,Gero
1644,Jonah Gerondi,2,Jonah,,Gerondi
3550,Christian Gerson,1,Christian,,Gerson
1599,Nurit Gertz,2,Nurit,,Gertz
1599,Nurith Gertz,2,Nurith,,Gertz
3219,Robert Gibbs,1,Robert,,Gibbs
954,Joseph Gikatilla,2,Joseph,,Gikatilla
2940,Moshe Gil,1,Moshe,,Gil
1229,Yitzhak Gilat,2,Yitzhak,,Gilat
2839,Maurice Gilbert,1,Maurice,,Gilbert
488,Menuha Gilboa,2,Menuha,,Gilboa
727,Pinchas Giller,2,Pinchas,,Giller
3127,John Gillis,1,John,,Gillis
2257,Sander Gilman,1,Sander,,Gilman
973,Etienne Gilson,2,Etienne,,Gilson
738,Asi-Farber Ginat,2,Asi-Farber,,Ginat
2553,Ziva Ben-Yoseph Ginor,1,Ziva,Ben-Yoseph,Ginor
2523,Elliot Ginsburg,1,Elliot,,Ginsburg
196,Shai Ginsburg,1,Shai,,Ginsburg
3299,Louis Ginzberg,1,Louis,,Ginzberg
3006,Simon Ginzburg,1,Simon,,Ginzburg
1772,Patrick Girard,2,Patrick,,Girard
3162,Sol Gittleman,1,Sol,,Gittleman
1495,Rudolf Glanz,2,Rudolf,,Glanz
1635,Horst Glassl,2,Horst,,Glassl
1785,Jacob Glatstein,2,Jacob,,Glatstein
369,Mordechai Glatzer,2,Mordechai,,Glatzer
498,Nathan Glazer,2,Nathan,,Glazer
2909,Robert Gleave,1,Robert,,Gleave
1409,Lewis Glinert,1,Lewis,,Glinert
2726,Avraham Hanokh Glitzenstein,1,Avraham,Hanokh,Glitzenstein
2604,Andre Goddu,1,Andre,,Goddu
353,Daniel Goffman,2,Daniel,,Goffman
3366,Erving Goffman,1,Erving,,Goffman
267,Shelomo Dov Goitein,1,Shelomo,Dov,Goitein
267,Shlomo Dov Goitein,2,Shlomo,Dov,Goitein
586,Norman Golb,2,Norman,,Golb
2096,Hugo Gold,2,Hugo,,Gold
3155,Penny Shine Gold,1,Penny,Shine,Gold
390,Abraham Goldberg,1,Abraham,,Goldberg
390,Avraham Goldberg,2,Avraham,,Goldberg
33,Geoffrey Goldberg,2,Geoffrey,,Goldberg
260,Harvey E. Goldberg,1,Harvey,E.,Goldberg
1302,Isaac Goldberg,2,Isaac,,Goldberg
1091,Jacob Goldberg,2,Jacob,,Goldberg
223,David Goldenberg,2,David,,Goldenberg
223,David M. Goldenberg,1,David,M.,Goldenberg
1346,Robert Goldenberg,2,Robert,,Goldenberg
2003,Ann Goldfeld,2,Ann,,Goldfeld
3052,Isaiah Goldfeld,1,Isaiah,,Goldfeld
77,Judah Goldin,2,Judah,,Goldin
625,Simha Goldin,2,Simha,,Goldin
625,Simhah Goldin,2,Simhah,,Goldin
2223,Martin Golding,1,Martin,,Golding
355,Eliezer Goldman,2,Eliezer,,Goldman
1987,Israel Goldman,2,Israel,,Goldman
3035,Leon Goldman,1,Leon,,Goldman
2781,Daniel Goldschmidt,1,Daniel,,Goldschmidt
784,Ernst Daniel Goldschmidt,2,Ernst,Daniel,Goldschmidt
3572,Josef Goldschmidt,1,Josef,,Goldschmidt
490,Eric Goldstein,2,Eric,,Goldstein
2262,Sidney Goldstein,1,Sidney,,Goldstein
2557,Anne Golomb Hoffman,1,Anne,,Golomb
2150,Eliyahu Golomb,1,Eliyahu,,Golomb
1145,Harai Golomb,2,Harai,,Golomb
2980,Antonio Martin Gomero,1,Antonio,Martin,Gomero
725,Rivka Gonen,2,Rivka,,Gonen
1771,Julio Gonzalez,2,Julio,,Gonzalez
1625,David Goodblatt,2,David,,Goodblatt
817,Morris Goodblatt,2,Morris,,Goodblatt
1388,David Goodman,2,David,,Goodman
2425,Lenn Goodman,1,Lenn,,Goodman
925,Jack Goody,2,Jack,,Goody
1153,Nathan Gordon,2,Nathan,,Gordon
546,Rabbi Shlomo Goren,2,Rabbi,Shlomo,Goren
2930,Abba Gorion,1,Abba,,Gorion
1139,Bin Gorion,2,Bin,,Gorion
2847,Yosef Gorni,1,Yosef,,Gorni
2847,Yoseph Gorni,1,Yoseph,,Gorni
2847,Yosef Gorny,1,Yosef,,Gorny
2110,Itzik Gottesman,1,Itzik,,Gottesman
2251,Efraim Gottlieb,1,Efraim,,Gottlieb
2251,Ephraim Gottlieb,1,Ephraim,,Gottlieb
568,Fred Gottlieb,2,Fred,,Gottlieb
145,Isaac B. Gottlieb,1,Isaac,B.,Gottlieb
958,Avraham Gottlober,2,Avraham,,Gottlober
2157,Norman Gottwald,1,Norman,,Gottwald
3068,Ron Goulart,1,Ron,,Goulart
1680,Graham Gould,2,Graham,,Gould
1057,Barry Gourary,2,Barry,,Gourary
869,Andre Gouron,2,Andre,,Gouron
2196,Andrew Gow,1,Andrew,,Gow
3305,Emily Gowers,1,Emily,,Gowers
2756,Martin Grabmann,1,Martin,,Grabmann
1983,Aryeh Grabois,2,Aryeh,,Grabois
3523,Heinrich Graetz,1,Heinrich,,Graetz
1103,Michael Graetz,2,Michael,,Graetz
2754,Nurit Graetz,1,Nurit,,Graetz
833,Curt Graf,2,Curt,,Graf
896,Anthony Grafton,2,Anthony,,Grafton
2582,Yehudah Leyb Graubart,1,Yehudah,Leyb,Graubart
3318,Pinkhos Graubord,1,Pinkhos,,Graubord
1638,Heinz Moshe Graupe,2,Heinz,Moshe,Graupe
220,Alyssa Gray,2,Alyssa,,Gray
220,Alyssa M. Gray,1,Alyssa,M.,Gray
3346,Rebecca Gray,1,Rebecca,,Gray
3213,Ronald Douglas Gray,1,Ronald,Douglas,Gray
2731,Solomon Grayzel,1,Solomon,,Grayzel
151,Arthur Green,3,Arthur,,Green
336,Martin Green,2,Martin,,Green
1353,Monica Green,2,Monica,,Green
2907,Nancy Lascoe Green,1,Nancy,Lascoe,Green
3538,William Scott Green,1,William,Scott,Green
2864,Gershon Greenberg,1,Gershon,,Greenberg
155,Moshe Greenberg,3,Moshe,,Greenberg
3424,Brian Greene,1,Brian,,Greene
936,Molly Greene,2,Molly,,Greene
100,Frederick E. Greenspahn,1,Frederick,E.,Greenspahn
172,Edward L. Greenstein,1,Edward,L.,Greenstein
2638,Jekuthiel Judah Greenwald,1,Jekuthiel,Judah,Greenwald
822,Ole Peter Grell,2,Ole,Peter,Grell
2978,Frantz Grenet,1,Frantz,,Grenet
2216,Philip Grierson,1,Philip,,Grierson
2745,Veronika Grimm,1,Veronika,,Grimm
3156,Hyman Grinstein,1,Hyman,,Grinstein
746,Solomon Gripp,2,Solomon,,Gripp
2058,Rees Howell Gronow,2,Rees,Howell,Gronow
409,Abraham Gross,2,Abraham,,Gross
409,Avraham Gross,1,Avraham,,Gross
2175,Benjamin Gross,1,Benjamin,,Gross
766,Harvey Gross,2,Harvey,,Gross
1746,Henri Gross,2,Henri,,Gross
3336,Rita Gross,1,Rita,,Gross
2077,Abraham Grossman,2,Abraham,,Grossman
2077,Avraham Grossman,1,Avraham,,Grossman
1169,Mayer Gruber,2,Mayer,,Gruber
1210,Ithamar Gruenwald,2,Ithamar,,Gruenwald
794,Max Grunwald,2,Max,,Grunwald
